filepath,skill,category,filename,paragraph_count,h3_count,needs_subheadings
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/01-unified-context-retrieval-memorycontext.md,system-spec-kit,01--retrieval,01-unified-context-retrieval-memorycontext.md,7,0,true
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/02-semantic-and-lexical-search-memorysearch.md,system-spec-kit,01--retrieval,02-semantic-and-lexical-search-memorysearch.md,7,0,true
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/03-trigger-phrase-matching-memorymatchtriggers.md,system-spec-kit,01--retrieval,03-trigger-phrase-matching-memorymatchtriggers.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/04-hybrid-search-pipeline.md,system-spec-kit,01--retrieval,04-hybrid-search-pipeline.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/05-4-stage-pipeline-architecture.md,system-spec-kit,01--retrieval,05-4-stage-pipeline-architecture.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/06-bm25-trigger-phrase-re-index-gate.md,system-spec-kit,01--retrieval,06-bm25-trigger-phrase-re-index-gate.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/07-ast-level-section-retrieval-tool.md,system-spec-kit,01--retrieval,07-ast-level-section-retrieval-tool.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/08-quality-aware-3-tier-search-fallback.md,system-spec-kit,01--retrieval,08-quality-aware-3-tier-search-fallback.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/09-tool-result-extraction-to-working-memory.md,system-spec-kit,01--retrieval,09-tool-result-extraction-to-working-memory.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/10-fast-delegated-search-memory-quick-search.md,system-spec-kit,01--retrieval,10-fast-delegated-search-memory-quick-search.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/11-session-recovery-spec-kit-resume.md,system-spec-kit,01--retrieval,11-session-recovery-spec-kit-resume.md,6,3,false
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/12-search-api-surface.md,system-spec-kit,01--retrieval,12-search-api-surface.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/13-session-transition-trace-contract.md,system-spec-kit,01--retrieval,13-session-transition-trace-contract.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/14-bounded-graph-diagnostics.md,system-spec-kit,01--retrieval,14-bounded-graph-diagnostics.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/01--retrieval/15-memory-search-command-routing.md,system-spec-kit,01--retrieval,15-memory-search-command-routing.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/02--mutation/01-memory-indexing-memorysave.md,system-spec-kit,02--mutation,01-memory-indexing-memorysave.md,19,7,false
.opencode/skills/system-spec-kit/feature_catalog/02--mutation/02-memory-metadata-update-memoryupdate.md,system-spec-kit,02--mutation,02-memory-metadata-update-memoryupdate.md,8,0,true
.opencode/skills/system-spec-kit/feature_catalog/02--mutation/03-single-and-folder-delete-memorydelete.md,system-spec-kit,02--mutation,03-single-and-folder-delete-memorydelete.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/02--mutation/04-tier-based-bulk-deletion-memorybulkdelete.md,system-spec-kit,02--mutation,04-tier-based-bulk-deletion-memorybulkdelete.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/02--mutation/05-validation-feedback-memoryvalidate.md,system-spec-kit,02--mutation,05-validation-feedback-memoryvalidate.md,7,0,true
.opencode/skills/system-spec-kit/feature_catalog/02--mutation/06-transaction-wrappers-on-mutation-handlers.md,system-spec-kit,02--mutation,06-transaction-wrappers-on-mutation-handlers.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/02--mutation/08-prediction-error-save-arbitration.md,system-spec-kit,02--mutation,08-prediction-error-save-arbitration.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/02--mutation/09-correction-tracking-with-undo.md,system-spec-kit,02--mutation,09-correction-tracking-with-undo.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/02--mutation/10-per-memory-history-log.md,system-spec-kit,02--mutation,10-per-memory-history-log.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/02--mutation/11-reconsolidation-conflict-transaction-helper.md,system-spec-kit,02--mutation,11-reconsolidation-conflict-transaction-helper.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/02--mutation/12-memory-retention-sweep.md,system-spec-kit,02--mutation,12-memory-retention-sweep.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/03--discovery/01-memory-browser-memorylist.md,system-spec-kit,03--discovery,01-memory-browser-memorylist.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/03--discovery/02-system-statistics-memorystats.md,system-spec-kit,03--discovery,02-system-statistics-memorystats.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/03--discovery/03-health-diagnostics-memoryhealth.md,system-spec-kit,03--discovery,03-health-diagnostics-memoryhealth.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/03--discovery/04-detect-changes-preflight.md,system-spec-kit,03--discovery,04-detect-changes-preflight.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/03--discovery/05-session-bootstrap-reader-ready-context.md,system-spec-kit,03--discovery,05-session-bootstrap-reader-ready-context.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/03--discovery/06-session-resume-continuity-ladder.md,system-spec-kit,03--discovery,06-session-resume-continuity-ladder.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/03--discovery/07-session-health-shared-payload.md,system-spec-kit,03--discovery,07-session-health-shared-payload.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/04--maintenance/01-workspace-scanning-and-indexing-memoryindexscan.md,system-spec-kit,04--maintenance,01-workspace-scanning-and-indexing-memoryindexscan.md,9,0,true
.opencode/skills/system-spec-kit/feature_catalog/04--maintenance/02-startup-runtime-compatibility-guards.md,system-spec-kit,04--maintenance,02-startup-runtime-compatibility-guards.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/04--maintenance/03-doctor-router-and-manifest-dispatch.md,system-spec-kit,04--maintenance,03-doctor-router-and-manifest-dispatch.md,5,5,false
.opencode/skills/system-spec-kit/feature_catalog/04--maintenance/04-memory-retention-sweep.md,system-spec-kit,04--maintenance,04-memory-retention-sweep.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/05--lifecycle/01-checkpoint-creation-checkpointcreate.md,system-spec-kit,05--lifecycle,01-checkpoint-creation-checkpointcreate.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/05--lifecycle/02-checkpoint-listing-checkpointlist.md,system-spec-kit,05--lifecycle,02-checkpoint-listing-checkpointlist.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/05--lifecycle/03-checkpoint-restore-checkpointrestore.md,system-spec-kit,05--lifecycle,03-checkpoint-restore-checkpointrestore.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/05--lifecycle/04-checkpoint-deletion-checkpointdelete.md,system-spec-kit,05--lifecycle,04-checkpoint-deletion-checkpointdelete.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/05--lifecycle/05-async-ingestion-job-lifecycle.md,system-spec-kit,05--lifecycle,05-async-ingestion-job-lifecycle.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/05--lifecycle/06-startup-pending-file-recovery.md,system-spec-kit,05--lifecycle,06-startup-pending-file-recovery.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/05--lifecycle/08-constitutional-memory-end-to-end-lifecycle.md,system-spec-kit,05--lifecycle,08-constitutional-memory-end-to-end-lifecycle.md,10,0,true
.opencode/skills/system-spec-kit/feature_catalog/05--lifecycle/09-post-insert-retry-budget.md,system-spec-kit,05--lifecycle,09-post-insert-retry-budget.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/06--analysis/01-causal-edge-creation-memorycausallink.md,system-spec-kit,06--analysis,01-causal-edge-creation-memorycausallink.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/06--analysis/02-causal-graph-statistics-memorycausalstats.md,system-spec-kit,06--analysis,02-causal-graph-statistics-memorycausalstats.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/06--analysis/03-causal-edge-deletion-memorycausalunlink.md,system-spec-kit,06--analysis,03-causal-edge-deletion-memorycausalunlink.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/06--analysis/04-causal-chain-tracing-memorydriftwhy.md,system-spec-kit,06--analysis,04-causal-chain-tracing-memorydriftwhy.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/06--analysis/05-epistemic-baseline-capture-taskpreflight.md,system-spec-kit,06--analysis,05-epistemic-baseline-capture-taskpreflight.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/06--analysis/06-post-task-learning-measurement-taskpostflight.md,system-spec-kit,06--analysis,06-post-task-learning-measurement-taskpostflight.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/06--analysis/07-learning-history-memorygetlearninghistory.md,system-spec-kit,06--analysis,07-learning-history-memorygetlearninghistory.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/06--analysis/08-code-graph-edge-explanation-blast-radius-uplift.md,system-spec-kit,06--analysis,08-code-graph-edge-explanation-blast-radius-uplift.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/07--evaluation/01-ablation-studies-evalrunablation.md,system-spec-kit,07--evaluation,01-ablation-studies-evalrunablation.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/07--evaluation/02-reporting-dashboard-evalreportingdashboard.md,system-spec-kit,07--evaluation,02-reporting-dashboard-evalreportingdashboard.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/08--bug-fixes-and-data-integrity/01-graph-channel-id-fix.md,system-spec-kit,08--bug-fixes-and-data-integrity,01-graph-channel-id-fix.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/08--bug-fixes-and-data-integrity/02-chunk-collapse-deduplication.md,system-spec-kit,08--bug-fixes-and-data-integrity,02-chunk-collapse-deduplication.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/08--bug-fixes-and-data-integrity/03-co-activation-fan-effect-divisor.md,system-spec-kit,08--bug-fixes-and-data-integrity,03-co-activation-fan-effect-divisor.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/08--bug-fixes-and-data-integrity/04-sha-256-content-hash-deduplication.md,system-spec-kit,08--bug-fixes-and-data-integrity,04-sha-256-content-hash-deduplication.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/08--bug-fixes-and-data-integrity/05-database-and-schema-safety.md,system-spec-kit,08--bug-fixes-and-data-integrity,05-database-and-schema-safety.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/08--bug-fixes-and-data-integrity/06-guards-and-edge-cases.md,system-spec-kit,08--bug-fixes-and-data-integrity,06-guards-and-edge-cases.md,7,0,true
.opencode/skills/system-spec-kit/feature_catalog/08--bug-fixes-and-data-integrity/07-canonical-id-dedup-hardening.md,system-spec-kit,08--bug-fixes-and-data-integrity,07-canonical-id-dedup-hardening.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/08--bug-fixes-and-data-integrity/07-error-response-credential-sanitization.md,system-spec-kit,08--bug-fixes-and-data-integrity,07-error-response-credential-sanitization.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/08--bug-fixes-and-data-integrity/08-mathmax-min-stack-overflow-elimination.md,system-spec-kit,08--bug-fixes-and-data-integrity,08-mathmax-min-stack-overflow-elimination.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/08--bug-fixes-and-data-integrity/09-session-manager-transaction-gap-fixes.md,system-spec-kit,08--bug-fixes-and-data-integrity,09-session-manager-transaction-gap-fixes.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/08--bug-fixes-and-data-integrity/10-chunking-orchestrator-safe-swap.md,system-spec-kit,08--bug-fixes-and-data-integrity,10-chunking-orchestrator-safe-swap.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/08--bug-fixes-and-data-integrity/11-working-memory-timestamp-fix.md,system-spec-kit,08--bug-fixes-and-data-integrity,11-working-memory-timestamp-fix.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/08--bug-fixes-and-data-integrity/12-scope-normalizer-canonicalization-and-lint.md,system-spec-kit,08--bug-fixes-and-data-integrity,12-scope-normalizer-canonicalization-and-lint.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/01-evaluation-database-and-schema.md,system-spec-kit,09--evaluation-and-measurement,01-evaluation-database-and-schema.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/02-core-metric-computation.md,system-spec-kit,09--evaluation-and-measurement,02-core-metric-computation.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/03-observer-effect-mitigation.md,system-spec-kit,09--evaluation-and-measurement,03-observer-effect-mitigation.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/05-quality-proxy-formula.md,system-spec-kit,09--evaluation-and-measurement,05-quality-proxy-formula.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/06-synthetic-ground-truth-corpus.md,system-spec-kit,09--evaluation-and-measurement,06-synthetic-ground-truth-corpus.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/07-bm25-only-baseline.md,system-spec-kit,09--evaluation-and-measurement,07-bm25-only-baseline.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/08-agent-consumption-instrumentation.md,system-spec-kit,09--evaluation-and-measurement,08-agent-consumption-instrumentation.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/09-scoring-observability.md,system-spec-kit,09--evaluation-and-measurement,09-scoring-observability.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/10-full-reporting-and-ablation-study-framework.md,system-spec-kit,09--evaluation-and-measurement,10-full-reporting-and-ablation-study-framework.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/12-test-quality-improvements.md,system-spec-kit,09--evaluation-and-measurement,12-test-quality-improvements.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/13-evaluation-and-housekeeping-fixes.md,system-spec-kit,09--evaluation-and-measurement,13-evaluation-and-housekeeping-fixes.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/14-cross-ai-validation-fixes.md,system-spec-kit,09--evaluation-and-measurement,14-cross-ai-validation-fixes.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/15-evaluation-api-surface.md,system-spec-kit,09--evaluation-and-measurement,15-evaluation-api-surface.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/16-int8-quantization-evaluation.md,system-spec-kit,09--evaluation-and-measurement,16-int8-quantization-evaluation.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/09--evaluation-and-measurement/17-memory-roadmap-baseline-snapshot.md,system-spec-kit,09--evaluation-and-measurement,17-memory-roadmap-baseline-snapshot.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/01-typed-weighted-degree-channel.md,system-spec-kit,10--graph-signal-activation,01-typed-weighted-degree-channel.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/02-co-activation-boost-strength-increase.md,system-spec-kit,10--graph-signal-activation,02-co-activation-boost-strength-increase.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/03-edge-density-measurement.md,system-spec-kit,10--graph-signal-activation,03-edge-density-measurement.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/04-weight-history-audit-tracking.md,system-spec-kit,10--graph-signal-activation,04-weight-history-audit-tracking.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/05-graph-momentum-scoring.md,system-spec-kit,10--graph-signal-activation,05-graph-momentum-scoring.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/06-causal-depth-signal.md,system-spec-kit,10--graph-signal-activation,06-causal-depth-signal.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/07-community-detection.md,system-spec-kit,10--graph-signal-activation,07-community-detection.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/08-graph-and-cognitive-memory-fixes.md,system-spec-kit,10--graph-signal-activation,08-graph-and-cognitive-memory-fixes.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/10-causal-neighbor-boost-and-injection.md,system-spec-kit,10--graph-signal-activation,10-causal-neighbor-boost-and-injection.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/11-temporal-contiguity-layer.md,system-spec-kit,10--graph-signal-activation,11-temporal-contiguity-layer.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/12-unified-graph-retrieval-deterministic-ranking-explainability-and-rollback.md,system-spec-kit,10--graph-signal-activation,12-unified-graph-retrieval-deterministic-ranking-explainability-and-rollback.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/13-graph-lifecycle-refresh.md,system-spec-kit,10--graph-signal-activation,13-graph-lifecycle-refresh.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/14-llm-graph-backfill.md,system-spec-kit,10--graph-signal-activation,14-llm-graph-backfill.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/15-graph-calibration-profiles.md,system-spec-kit,10--graph-signal-activation,15-graph-calibration-profiles.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/16-typed-traversal.md,system-spec-kit,10--graph-signal-activation,16-typed-traversal.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/17-temporal-edges.md,system-spec-kit,10--graph-signal-activation,17-temporal-edges.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/18-contradiction-detection.md,system-spec-kit,10--graph-signal-activation,18-contradiction-detection.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/10--graph-signal-activation/19-ontology-hooks.md,system-spec-kit,10--graph-signal-activation,19-ontology-hooks.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/01-score-normalization.md,system-spec-kit,11--scoring-and-calibration,01-score-normalization.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/03-interference-scoring.md,system-spec-kit,11--scoring-and-calibration,03-interference-scoring.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/04-classification-based-decay.md,system-spec-kit,11--scoring-and-calibration,04-classification-based-decay.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/05-folder-level-relevance-scoring.md,system-spec-kit,11--scoring-and-calibration,05-folder-level-relevance-scoring.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/06-embedding-cache.md,system-spec-kit,11--scoring-and-calibration,06-embedding-cache.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/07-double-intent-weighting-investigation.md,system-spec-kit,11--scoring-and-calibration,07-double-intent-weighting-investigation.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/08-rrf-k-value-sensitivity-analysis.md,system-spec-kit,11--scoring-and-calibration,08-rrf-k-value-sensitivity-analysis.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/09-negative-feedback-confidence-signal.md,system-spec-kit,11--scoring-and-calibration,09-negative-feedback-confidence-signal.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/10-auto-promotion-on-validation.md,system-spec-kit,11--scoring-and-calibration,10-auto-promotion-on-validation.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/11-scoring-and-ranking-corrections.md,system-spec-kit,11--scoring-and-calibration,11-scoring-and-ranking-corrections.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/12-stage-3-effectivescore-fallback-chain.md,system-spec-kit,11--scoring-and-calibration,12-stage-3-effectivescore-fallback-chain.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/13-scoring-and-fusion-corrections.md,system-spec-kit,11--scoring-and-calibration,13-scoring-and-fusion-corrections.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/15-tool-level-ttl-cache.md,system-spec-kit,11--scoring-and-calibration,15-tool-level-ttl-cache.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/16-access-driven-popularity-scoring.md,system-spec-kit,11--scoring-and-calibration,16-access-driven-popularity-scoring.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/17-temporal-structural-coherence-scoring.md,system-spec-kit,11--scoring-and-calibration,17-temporal-structural-coherence-scoring.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/18-adaptive-shadow-ranking-bounded-proposals-and-rollback.md,system-spec-kit,11--scoring-and-calibration,18-adaptive-shadow-ranking-bounded-proposals-and-rollback.md,10,1,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/19-learned-stage2-weight-combiner.md,system-spec-kit,11--scoring-and-calibration,19-learned-stage2-weight-combiner.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/20-shadow-feedback-holdout-evaluation.md,system-spec-kit,11--scoring-and-calibration,20-shadow-feedback-holdout-evaluation.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/11--scoring-and-calibration/21-calibrated-overlap-bonus.md,system-spec-kit,11--scoring-and-calibration,21-calibrated-overlap-bonus.md,3,0,false
