id	subsystem	category	path	status	verdict
0001	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/4-stage-pipeline-architecture.md	done	BLOCKED
0002	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/ast-level-section-retrieval-tool.md	done	PASS
0003	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/bm25-trigger-phrase-re-index-gate.md	done	FAIL
0004	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/bounded-graph-walk-rollout-and-diagnostics.md	done	FAIL
0005	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/context-recovery-and-continuation.md	done	PASS
0006	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/hybrid-search-pipeline.md	done	BLOCKED
0007	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/memory-search-command-routing.md	done	BLOCKED
0008	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/quality-aware-3-tier-search-fallback.md	done	PASS
0009	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/quick-search-memory-quick-search.md	done	BLOCKED
0010	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/semantic-and-lexical-search-memory-search.md	done	BLOCKED
0011	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/session-recovery-spec-kit-resume.md	done	BLOCKED
0012	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/session-transition-trace-contract.md	done	BLOCKED
0013	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/targeted-memory-lookup.md	done	BLOCKED
0014	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/tool-result-extraction-to-working-memory.md	done	BLOCKED
0015	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/trigger-phrase-matching-memory-match-triggers.md	done	FAIL
0016	spec-kit	01--retrieval	.opencode/skills/system-spec-kit/manual_testing_playbook/01--retrieval/unified-context-retrieval-memory-context.md	done	FAIL
0017	spec-kit	02--mutation	.opencode/skills/system-spec-kit/manual_testing_playbook/02--mutation/correction-tracking-with-undo.md	done	PASS
0018	spec-kit	02--mutation	.opencode/skills/system-spec-kit/manual_testing_playbook/02--mutation/feature-09-direct-manual-scenario-per-memory-history-log.md	done	BLOCKED
0019	spec-kit	02--mutation	.opencode/skills/system-spec-kit/manual_testing_playbook/02--mutation/memory-delete-confirm-schema-tightening.md	done	BLOCKED
0020	spec-kit	02--mutation	.opencode/skills/system-spec-kit/manual_testing_playbook/02--mutation/memory-indexing-memory-save.md	done	BLOCKED
0021	spec-kit	02--mutation	.opencode/skills/system-spec-kit/manual_testing_playbook/02--mutation/memory-metadata-update-memory-update.md	done	BLOCKED
0022	spec-kit	02--mutation	.opencode/skills/system-spec-kit/manual_testing_playbook/02--mutation/prediction-error-save-arbitration.md	done	BLOCKED
0023	spec-kit	02--mutation	.opencode/skills/system-spec-kit/manual_testing_playbook/02--mutation/reconsolidation-conflict-transaction-helper.md	done	PASS
0024	spec-kit	02--mutation	.opencode/skills/system-spec-kit/manual_testing_playbook/02--mutation/single-and-folder-delete-memory-delete.md	done	BLOCKED
0025	spec-kit	02--mutation	.opencode/skills/system-spec-kit/manual_testing_playbook/02--mutation/tier-based-bulk-deletion-memory-bulk-delete.md	done	PASS
0026	spec-kit	02--mutation	.opencode/skills/system-spec-kit/manual_testing_playbook/02--mutation/transaction-wrappers-on-mutation-handlers.md	done	PASS
0027	spec-kit	02--mutation	.opencode/skills/system-spec-kit/manual_testing_playbook/02--mutation/validation-feedback-memory-validate.md	done	BLOCKED
0028	spec-kit	03--discovery	.opencode/skills/system-spec-kit/manual_testing_playbook/03--discovery/detect-changes-preflight.md	done	BLOCKED
0029	spec-kit	03--discovery	.opencode/skills/system-spec-kit/manual_testing_playbook/03--discovery/health-diagnostics-memory-health.md	done	PASS
0030	spec-kit	03--discovery	.opencode/skills/system-spec-kit/manual_testing_playbook/03--discovery/memory-browser-memory-list.md	done	FAIL
0031	spec-kit	03--discovery	.opencode/skills/system-spec-kit/manual_testing_playbook/03--discovery/session-bootstrap-reader-ready-context.md	done	PASS
0032	spec-kit	03--discovery	.opencode/skills/system-spec-kit/manual_testing_playbook/03--discovery/session-health-shared-payload.md	done	FAIL
0033	spec-kit	03--discovery	.opencode/skills/system-spec-kit/manual_testing_playbook/03--discovery/session-resume-continuity-ladder.md	done	FAIL
0034	spec-kit	03--discovery	.opencode/skills/system-spec-kit/manual_testing_playbook/03--discovery/system-statistics-memory-stats.md	done	BLOCKED
0035	spec-kit	04--maintenance	.opencode/skills/system-spec-kit/manual_testing_playbook/04--maintenance/index-scan-phased-async-refinements.md	done	BLOCKED
0036	spec-kit	04--maintenance	.opencode/skills/system-spec-kit/manual_testing_playbook/04--maintenance/memory-retention-sweep-basic-flow.md	done	BLOCKED
0037	spec-kit	04--maintenance	.opencode/skills/system-spec-kit/manual_testing_playbook/04--maintenance/post-insert-enrichment-lifecycle-v30.md	done	BLOCKED
0038	spec-kit	04--maintenance	.opencode/skills/system-spec-kit/manual_testing_playbook/04--maintenance/retention-sweep-dry-run-no-op.md	done	PASS
0039	spec-kit	04--maintenance	.opencode/skills/system-spec-kit/manual_testing_playbook/04--maintenance/startup-runtime-compatibility-guards.md	done	FAIL
0040	spec-kit	04--maintenance	.opencode/skills/system-spec-kit/manual_testing_playbook/04--maintenance/workspace-scanning-and-indexing-memory-index-scan.md	done	FAIL
0041	spec-kit	05--lifecycle	.opencode/skills/system-spec-kit/manual_testing_playbook/05--lifecycle/advisory-ingest-lifecycle-forecast.md	done	BLOCKED
0042	spec-kit	05--lifecycle	.opencode/skills/system-spec-kit/manual_testing_playbook/05--lifecycle/async-ingestion-job-lifecycle-p0-3.md	done	BLOCKED
0043	spec-kit	05--lifecycle	.opencode/skills/system-spec-kit/manual_testing_playbook/05--lifecycle/checkpoint-creation-checkpoint-create.md	done	PASS
0044	spec-kit	05--lifecycle	.opencode/skills/system-spec-kit/manual_testing_playbook/05--lifecycle/checkpoint-deletion-checkpoint-delete.md	done	BLOCKED
0045	spec-kit	05--lifecycle	.opencode/skills/system-spec-kit/manual_testing_playbook/05--lifecycle/checkpoint-listing-checkpoint-list.md	done	BLOCKED
0046	spec-kit	05--lifecycle	.opencode/skills/system-spec-kit/manual_testing_playbook/05--lifecycle/checkpoint-restore-checkpoint-restore.md	done	BLOCKED
0047	spec-kit	05--lifecycle	.opencode/skills/system-spec-kit/manual_testing_playbook/05--lifecycle/checkpoint-v2-file-snapshot-roundtrip.md	done	BLOCKED
0048	spec-kit	05--lifecycle	.opencode/skills/system-spec-kit/manual_testing_playbook/05--lifecycle/checkpoint-v2-needs-rebuild-self-heal.md	done	FAIL
0049	spec-kit	05--lifecycle	.opencode/skills/system-spec-kit/manual_testing_playbook/05--lifecycle/path-traversal-validation-p0-4.md	done	BLOCKED
0050	spec-kit	05--lifecycle	.opencode/skills/system-spec-kit/manual_testing_playbook/05--lifecycle/post-insert-retry-budget.md	done	BLOCKED
0051	spec-kit	05--lifecycle	.opencode/skills/system-spec-kit/manual_testing_playbook/05--lifecycle/speckit-autopilot-lifecycle.md	done	BLOCKED
0052	spec-kit	06--analysis	.opencode/skills/system-spec-kit/manual_testing_playbook/06--analysis/causal-chain-tracing-memory-drift-why.md	done	PASS
0053	spec-kit	06--analysis	.opencode/skills/system-spec-kit/manual_testing_playbook/06--analysis/causal-edge-creation-memory-causal-link.md	done	BLOCKED
0054	spec-kit	06--analysis	.opencode/skills/system-spec-kit/manual_testing_playbook/06--analysis/causal-edge-deletion-memory-causal-unlink.md	done	BLOCKED
0055	spec-kit	06--analysis	.opencode/skills/system-spec-kit/manual_testing_playbook/06--analysis/causal-graph-statistics-memory-causal-stats.md	done	BLOCKED
0056	spec-kit	06--analysis	.opencode/skills/system-spec-kit/manual_testing_playbook/06--analysis/causal-stats-empty-graph-edge.md	done	FAIL
0057	spec-kit	06--analysis	.opencode/skills/system-spec-kit/manual_testing_playbook/06--analysis/code-graph-edge-explanation-blast-radius-uplift.md	done	BLOCKED
0058	spec-kit	06--analysis	.opencode/skills/system-spec-kit/manual_testing_playbook/06--analysis/epistemic-baseline-capture-task-preflight.md	done	BLOCKED
0059	spec-kit	06--analysis	.opencode/skills/system-spec-kit/manual_testing_playbook/06--analysis/learning-history-memory-get-learning-history.md	done	FAIL
0060	spec-kit	06--analysis	.opencode/skills/system-spec-kit/manual_testing_playbook/06--analysis/post-task-learning-measurement-task-postflight.md	done	BLOCKED
0061	spec-kit	07--evaluation	.opencode/skills/system-spec-kit/manual_testing_playbook/07--evaluation/ablation-studies-eval-run-ablation.md	done	BLOCKED
0062	spec-kit	07--evaluation	.opencode/skills/system-spec-kit/manual_testing_playbook/07--evaluation/eval-ablation-edge-empty-dataset.md	done	FAIL
0063	spec-kit	07--evaluation	.opencode/skills/system-spec-kit/manual_testing_playbook/07--evaluation/eval-dashboard-health-and-empty-state.md	done	PASS
0064	spec-kit	07--evaluation	.opencode/skills/system-spec-kit/manual_testing_playbook/07--evaluation/reporting-dashboard-eval-reporting-dashboard.md	done	FAIL
0065	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/canonical-id-dedup-hardening.md	done	PASS
0066	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/chunk-collapse-deduplication-g3.md	done	PASS
0067	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/chunking-safe-swap-atomicity-p0-6.md	done	BLOCKED
0068	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/co-activation-fan-effect-divisor-r17.md	done	PASS
0069	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/database-and-schema-safety.md	done	PASS
0070	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/error-response-credential-sanitization.md	done	BLOCKED
0071	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/graceful-embedder-degrade-to-lexical.md	done	BLOCKED
0072	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/graph-channel-id-fix-g1.md	done	PASS
0073	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/guards-and-edge-cases.md	done	PASS
0074	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/math-max-min-stack-overflow-elimination.md	done	FAIL
0075	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/scope-normalizer-canonicalization-and-lint.md	done	BLOCKED
0076	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/session-manager-transaction-gap-fixes.md	done	PASS
0077	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/sha-256-content-hash-deduplication-tm-02.md	done	FAIL
0078	spec-kit	08--bug-fixes-and-data-integrity	.opencode/skills/system-spec-kit/manual_testing_playbook/08--bug-fixes-and-data-integrity/sqlite-datetime-session-cleanup-p0-7.md	done	PASS
0079	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/agent-consumption-instrumentation-g-new-2.md	done	FAIL
0080	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/bm25-only-baseline-g-new-1.md	done	BLOCKED
0081	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/core-metric-computation-r13-s1.md	done	PASS
0082	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/cross-ai-validation-fixes-tier-4.md	done	PASS
0083	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/evaluation-and-housekeeping-fixes.md	done	PASS
0084	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/evaluation-api-surface.md	done	PASS
0085	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/evaluation-database-and-schema-r13-s1.md	done	FAIL
0086	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/full-reporting-and-ablation-study-framework-r13-s3.md	done	BLOCKED
0087	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/int8-quantization-evaluation-r5.md	done	FAIL
0088	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/memory-roadmap-baseline-snapshot.md	done	PASS
0089	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/observer-effect-mitigation-d4.md	done	BLOCKED
0090	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/quality-proxy-formula-b7.md	done	BLOCKED
0091	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/scoring-observability-t010.md	done	PASS
0092	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/synthetic-ground-truth-corpus-g-new-1-g-new-3-phase-a.md	done	PASS
0093	spec-kit	09--evaluation-and-measurement	.opencode/skills/system-spec-kit/manual_testing_playbook/09--evaluation-and-measurement/test-quality-improvements.md	done	PASS
0094	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/causal-depth-signal-n2b.md	done	PASS
0095	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/causal-neighbor-boost-and-injection.md	done	BLOCKED
0096	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/co-activation-boost-strength-increase-a7.md	done	PASS
0097	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/community-detection-n2c.md	done	PASS
0098	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/edge-density-measurement.md	done	PASS
0099	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/graph-and-cognitive-memory-fixes.md	done	PASS
0100	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/graph-calibration-profile-speckit-graph-calibration-profile.md	done	BLOCKED
0101	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/graph-concept-routing-speckit-graph-concept-routing.md	done	BLOCKED
0102	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/graph-momentum-scoring-n2a.md	done	PASS
0103	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/graph-refresh-mode-speckit-graph-refresh-mode.md	done	BLOCKED
0104	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/implemented-graph-centrality-and-community-detection-n2.md	done	BLOCKED
0105	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/llm-graph-backfill-speckit-llm-graph-backfill.md	done	PASS
0106	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/temporal-contiguity-layer.md	done	BLOCKED
0107	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/temporal-edges.md	done	PASS
0108	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/typed-traversal-speckit-typed-traversal.md	done	PASS
0109	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/typed-weighted-degree-channel-r4.md	done	PASS
0110	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/unified-graph-rollback-and-explainability-phase-3.md	done	FAIL
0111	spec-kit	10--graph-signal-activation	.opencode/skills/system-spec-kit/manual_testing_playbook/10--graph-signal-activation/weight-history-audit-tracking.md	done	BLOCKED
0112	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/access-driven-popularity-scoring.md	done	BLOCKED
0113	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/adaptive-shadow-proposal-and-rollback-phase-4.md	done	FAIL
0114	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/auto-promotion-on-validation-t002a.md	done	BLOCKED
0115	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/calibrated-overlap-bonus-speckit-calibrated-overlap-bonus.md	done	BLOCKED
0116	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/classification-based-decay-tm-03.md	done	PASS
0117	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/double-intent-weighting-investigation-g2.md	done	PASS
0118	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/embedding-cache-r18.md	done	PASS
0119	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/folder-level-relevance-scoring-pi-a1.md	done	BLOCKED
0120	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/interference-scoring-tm-01.md	done	BLOCKED
0121	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/learned-stage2-combiner-speckit-learned-stage2-combiner.md	done	PASS
0122	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/negative-feedback-confidence-signal-a4.md	done	PASS
0123	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/rrf-k-experimental-speckit-rrf-k-experimental.md	done	PASS
0124	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/rrf-k-value-sensitivity-analysis-fut-5.md	done	BLOCKED
0125	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/score-normalization.md	done	PASS
0126	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/scoring-and-fusion-corrections.md	done	FAIL
0127	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/scoring-and-ranking-corrections.md	done	PASS
0128	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/shadow-feedback-speckit-shadow-feedback.md	done	BLOCKED
0129	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/stage-2-score-field-synchronization-p0-8.md	done	FAIL
0130	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/stage-3-effectivescore-fallback-chain.md	done	PASS
0131	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/temporal-structural-coherence-scoring.md	done	PASS
0132	spec-kit	11--scoring-and-calibration	.opencode/skills/system-spec-kit/manual_testing_playbook/11--scoring-and-calibration/tool-level-ttl-cache.md	done	PASS
0133	spec-kit	12--query-intelligence	.opencode/skills/system-spec-kit/manual_testing_playbook/12--query-intelligence/channel-min-representation-r2.md	done	FAIL
0134	spec-kit	12--query-intelligence	.opencode/skills/system-spec-kit/manual_testing_playbook/12--query-intelligence/confidence-based-result-truncation-r15-ext.md	done	FAIL
0135	spec-kit	12--query-intelligence	.opencode/skills/system-spec-kit/manual_testing_playbook/12--query-intelligence/dynamic-token-budget-allocation-fut-7.md	done	PASS
0136	spec-kit	12--query-intelligence	.opencode/skills/system-spec-kit/manual_testing_playbook/12--query-intelligence/graph-channel-preservation.md	done	BLOCKED
0137	spec-kit	12--query-intelligence	.opencode/skills/system-spec-kit/manual_testing_playbook/12--query-intelligence/graph-concept-routing.md	done	BLOCKED
0138	spec-kit	12--query-intelligence	.opencode/skills/system-spec-kit/manual_testing_playbook/12--query-intelligence/hyde-speckit-hyde.md	done	BLOCKED
0139	spec-kit	12--query-intelligence	.opencode/skills/system-spec-kit/manual_testing_playbook/12--query-intelligence/llm-reformulation-speckit-llm-reformulation.md	done	BLOCKED
0140	spec-kit	12--query-intelligence	.opencode/skills/system-spec-kit/manual_testing_playbook/12--query-intelligence/query-complexity-router-r15.md	done	PASS
0141	spec-kit	12--query-intelligence	.opencode/skills/system-spec-kit/manual_testing_playbook/12--query-intelligence/query-decomposition-speckit-query-decomposition.md	done	PASS
0142	spec-kit	12--query-intelligence	.opencode/skills/system-spec-kit/manual_testing_playbook/12--query-intelligence/query-expansion-r12.md	done	BLOCKED
0143	spec-kit	12--query-intelligence	.opencode/skills/system-spec-kit/manual_testing_playbook/12--query-intelligence/query-surrogates-speckit-query-surrogates.md	done	BLOCKED
0144	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/anchor-aware-chunk-thinning-r7.md	done	PASS
0145	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/assistive-reconsolidation-speckit-assistive-reconsolidation.md	done	BLOCKED
0146	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/auto-entity-extraction-r10.md	done	PASS
0147	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/background-enrichment-pending-and-failed-gauges.md	done	PASS
0148	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/canonical-continuity-save-substrate.md	done	BLOCKED
0149	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/constitutional-sufficiency-gate-exemption.md	done	BLOCKED
0150	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/content-aware-memory-filename-generation.md	done	BLOCKED
0151	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/context-save-index-update.md	done	BLOCKED
0152	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/deferred-lexical-only-indexing.md	done	BLOCKED
0153	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/description-json-batch-backfill-validation-pi-b3.md	done	BLOCKED
0154	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/description-json-schema-field-validation.md	done	BLOCKED
0155	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/dry-run-preflight-for-memory-save.md	done	BLOCKED
0156	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/encoding-intent-capture-at-index-time-r16.md	done	FAIL
0157	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/entity-normalization-consolidation.md	done	PASS
0158	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/graph-metadata-and-lineage-repair-runner.md	done	BLOCKED
0159	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/hybrid-decay-policy-speckit-hybrid-decay-policy.md	done	PASS
0160	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/implemented-auto-entity-extraction-r10.md	done	PASS
