id	subsystem	category	path	status	verdict
0161	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/memory-causal-trust-display.md	done	BLOCKED
0162	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/memory-filename-uniqueness-ensureuniquememoryfilename.md	done	BLOCKED
0163	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/outsourced-agent-memory-capture-round-trip.md	done	BLOCKED
0164	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/post-save-quality-review.md	done	BLOCKED
0165	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/pre-flight-token-budget-validation-pi-a3.md	done	PASS
0166	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/pre-storage-quality-gate-tm-04.md	done	PASS
0167	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/quality-gate-timer-persistence.md	done	BLOCKED
0168	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/reconsolidation-on-save-tm-06.md	done	BLOCKED
0169	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/save-quality-gate-exceptions-speckit-save-quality-gate-exceptions.md	done	BLOCKED
0170	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/session-enrichment-and-alignment-guardrails.md	done	BLOCKED
0171	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/signal-vocabulary-expansion-tm-08.md	done	PASS
0172	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/smarter-memory-content-generation-s1.md	done	PASS
0173	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/spec-doc-structure-validator-and-continuity-frontmatter.md	done	BLOCKED
0174	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/spec-folder-description-discovery-pi-b3.md	done	FAIL
0175	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/vec-memories-knn-and-factory-shard-fallback.md	done	FAIL
0176	spec-kit	13--memory-quality-and-indexing	.opencode/skills/system-spec-kit/manual_testing_playbook/13--memory-quality-and-indexing/verify-fix-verify-memory-quality-loop-pi-a5.md	done	FAIL
0177	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/4-stage-pipeline-refactor-r6.md	done	BLOCKED
0178	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/7-layer-tool-architecture-metadata.md	done	PASS
0179	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/atomic-write-then-index-api.md	done	PASS
0180	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/backend-storage-adapter-abstraction.md	done	PASS
0181	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/chunk-ordering-preservation-b2.md	done	PASS
0182	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/code-graph-phase-dag-runner.md	done	BLOCKED
0183	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/cross-process-db-hot-rebinding.md	done	FAIL
0184	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/daemon-ownership-reelection.md	done	PASS
0185	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/db-path-extraction-and-import-standardization.md	done	FAIL
0186	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/dynamic-server-instructions-p1-6.md	done	BLOCKED
0187	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/embedding-retry-orchestrator.md	done	BLOCKED
0188	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/embeddings-and-retry-api.md	done	FAIL
0189	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/front-proxy-reconnect-and-backend-only.md	done	BLOCKED
0190	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/learned-relevance-feedback-r11.md	done	FAIL
0191	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/lease-probe-retry-reap-hardening.md	done	PASS
0192	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/legacy-v1-pipeline-removal.md	done	FAIL
0193	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/lineage-backfill-rollback-drill.md	done	FAIL
0194	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/lineage-state-active-projection-and-asof-resolution.md	done	FAIL
0195	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/mcp-code-index-reconnecting-proxy.md	done	PASS
0196	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/mcp-launcher-owner-disposal-relaunch-gate.md	done	PASS
0197	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/mcp-launcher-persistent-log.md	done	PASS
0198	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/mcp-server-public-api-barrel.md	done	PASS
0199	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/mpab-chunk-to-memory-aggregation-r1.md	done	PASS
0200	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/performance-improvements.md	done	FAIL
0201	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/phase-017-maintainability-extracts.md	done	PASS
0202	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/pipeline-and-mutation-hardening.md	done	BLOCKED
0203	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/routing-telemetry-and-graph-channel-invocation.md	done	BLOCKED
0204	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/search-pipeline-safety.md	done	BLOCKED
0205	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/strict-zod-schema-validation-p0-1.md	done	FAIL
0206	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/template-anchor-optimization-s2.md	done	BLOCKED
0207	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/transaction-atomicity-on-rename-failure-p0-5.md	done	PASS
0208	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/tri-daemon-spawn-drill.md	done	FAIL
0209	spec-kit	14--pipeline-architecture	.opencode/skills/system-spec-kit/manual_testing_playbook/14--pipeline-architecture/validation-signals-as-retrieval-metadata-s3.md	done	PASS
0210	spec-kit	14--stress-testing	.opencode/skills/system-spec-kit/manual_testing_playbook/14--stress-testing/run-stress-cycle.md	done	BLOCKED
0211	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/causal-boost-graduated.md	done	FAIL
0212	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/community-search-fallback.md	done	FAIL
0213	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/constitutional-memory-as-expert-knowledge-injection-pi-a4.md	done	PASS
0214	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/contextual-tree-injection-p1-4.md	done	FAIL
0215	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/cross-document-entity-linking-s5.md	done	BLOCKED
0216	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/dual-level-retrieval.md	done	BLOCKED
0217	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/dual-scope-memory-auto-surface-tm-05.md	done	BLOCKED
0218	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/implemented-cross-document-entity-linking-s5.md	done	PASS
0219	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/implemented-memory-summary-generation-r8.md	done	BLOCKED
0220	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/lightweight-consolidation-n3-lite.md	done	PASS
0221	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/memory-summary-search-channel-r8.md	done	BLOCKED
0222	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/provenance-rich-response-envelopes-p0-2.md	done	FAIL
0223	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/retrieval-observability-trace-and-health.md	done	BLOCKED
0224	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/session-boost-graduated.md	done	BLOCKED
0225	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/spec-folder-hierarchy-as-retrieval-structure-s4.md	done	PASS
0226	spec-kit	15--retrieval-enhancements	.opencode/skills/system-spec-kit/manual_testing_playbook/15--retrieval-enhancements/tier-2-fallback-channel-forcing.md	done	PASS
0227	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/architecture-boundary-enforcement.md	done	PASS
0228	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/cli-blocked-read-rendering.md	done	PASS
0229	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/cli-compact-and-completion.md	done	BLOCKED
0230	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/cli-dist-freshness-guard.md	done	BLOCKED
0231	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/cli-list-tools-parity.md	done	FAIL
0232	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/cli-matrix-adapter-runner-smoke.md	done	FAIL
0233	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/cli-stress-concurrent-dual-client-load.md	done	PASS
0234	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/cli-stress-large-payload-pipe-integrity.md	done	BLOCKED
0235	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/cli-stress-numeric-coercion-edge-args.md	done	PASS
0236	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/cli-stress-trust-gate-fuzz.md	done	PASS
0237	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/cli-stress-warm-only-probe-churn.md	done	FAIL
0238	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/cli-trusted-gate-refusal.md	done	PASS
0239	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/cli-warm-only-no-spawn.md	done	FAIL
0240	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/code-standards-alignment.md	done	FAIL
0241	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/completion-verification-workflow.md	done	FAIL
0242	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/constitutional-memory-manager-command.md	done	BLOCKED
0243	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/core-workflow-infrastructure.md	done	BLOCKED
0244	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/dead-code-removal.md	done	FAIL
0245	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/debug-delegation-scaffold-generator.md	done	FAIL
0246	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/embedder-list-registry-inventory.md	done	FAIL
0247	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/embedder-set-dry-run-and-validation.md	done	BLOCKED
0248	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/embedder-status-job-and-active-pointer.md	done	BLOCKED
0249	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/eval-runner-cli.md	done	BLOCKED
0250	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/evaluation-benchmark-and-import-policy-tooling.md	done	BLOCKED
0251	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/feature-catalog-annotation-name-validity.md	done	FAIL
0252	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/graph-degraded-stress-cell-isolation.md	done	FAIL
0253	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/grep-traceability-for-feature-catalog-code-references.md	done	FAIL
0254	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/json-mode-hybrid-enrichment.md	done	BLOCKED
0255	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/json-primary-deprecation-posture.md	done	BLOCKED
0256	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/main-agent-review-and-verdict-handoff.md	done	BLOCKED
0257	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/markdown-link-integrity-guard.md	done	BLOCKED
0258	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/mcp-daemon-rebuild-restart-live-probe.md	done	BLOCKED
0259	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/memory-maintenance-and-migration-clis.md	done	PASS
0260	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/memory-manage-command-routing.md	done	BLOCKED
0261	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/memory-quality-kpi-reporting.md	done	PASS
0262	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/migration-checkpoint-scripts.md	done	PASS
0263	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/module-header-compliance-via-verify-alignment-drift-py.md	done	PASS
0264	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/module-map-accuracy.md	done	FAIL
0265	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/multi-feature-annotation-coverage.md	done	PASS
0266	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/no-symlinks-in-lib-tree.md	done	PASS
0267	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/ops-self-healing-runbooks.md	done	PASS
0268	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/orphan-mcp-runtime-lifecycle-guardrails.md	done	BLOCKED
0269	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/orphan-sweep-stop-hook-activation.md	done	PASS
0270	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/phase-command-workflow.md	done	BLOCKED
0271	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/phase-detection-scoring.md	done	BLOCKED
0272	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/phase-folder-creation.md	done	BLOCKED
0273	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/phase-link-validation.md	done	BLOCKED
0274	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/phase-system-knowledge-node.md	done	BLOCKED
0275	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/progressive-validation-for-spec-documents-pi-b2.md	done	BLOCKED
0276	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/real-time-filesystem-watching-p1-7.md	done	BLOCKED
0277	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/recursive-phase-validation.md	done	BLOCKED
0278	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/rendered-memory-template-contract.md	done	BLOCKED
0279	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/research-metadata-backfill.md	done	BLOCKED
0280	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/review-packet-type-marker-gated-validation.md	done	FAIL
0281	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/runtime-family-count-census.md	done	BLOCKED
0282	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/runtime-lineage-naming-parity.md	done	BLOCKED
0283	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/schema-compatibility-validation.md	done	PASS
0284	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/session-capturing-pipeline-quality-coverage.md	done	FAIL
0285	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/session-capturing-pipeline-quality.md	done	BLOCKED
0286	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/session-extraction-and-enrichment.md	done	PASS
0287	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/setup-native-module-health-and-mcp-installation.md	done	BLOCKED
0288	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/sk-git-worktree-convention.md	done	BLOCKED
0289	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/source-dist-alignment-validation.md	done	BLOCKED
0290	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/spec-007-finalized-verification-command-suite-evidence.md	done	BLOCKED
0291	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/spec-folder-detection-and-description.md	done	BLOCKED
0292	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/spec-folder-literal-naming-cli-driven-slug.md	done	BLOCKED
0293	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/spec-folder-literal-naming-create-sh-fallback.md	done	PASS
0294	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/spec-folder-literal-naming-remediation-rule.md	done	BLOCKED
0295	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/spec-lifecycle-automation.md	done	PASS
0296	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/spec-validation-rule-engine.md	done	BLOCKED
0297	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/strict-validation-addons-continuity-freshness-and-evidence-markers.md	done	BLOCKED
0298	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/template-compliance-contract-enforcement-blocks-non-compliant.md	done	BLOCKED
0299	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/template-compliance-contract-enforcement-produces-compliant.md	done	BLOCKED
0300	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/template-composition-system.md	done	FAIL
0301	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/tree-thinning-for-spec-folder-consolidation-pi-b1.md	done	PASS
0302	spec-kit	16--tooling-and-scripts	.opencode/skills/system-spec-kit/manual_testing_playbook/16--tooling-and-scripts/watcher-delete-rename-cleanup.md	done	PASS
0303	spec-kit	17--governance	.opencode/skills/system-spec-kit/manual_testing_playbook/17--governance/constitutional-gate-enforcement-rule-pack.md	done	BLOCKED
0304	spec-kit	17--governance	.opencode/skills/system-spec-kit/manual_testing_playbook/17--governance/constitutional-self-edit-and-cas-guard.md	done	BLOCKED
0305	spec-kit	17--governance	.opencode/skills/system-spec-kit/manual_testing_playbook/17--governance/feature-flag-governance.md	done	FAIL
0306	spec-kit	17--governance	.opencode/skills/system-spec-kit/manual_testing_playbook/17--governance/governed-ingest-and-scope-isolation-phase-5.md	done	BLOCKED
0307	spec-kit	17--governance	.opencode/skills/system-spec-kit/manual_testing_playbook/17--governance/governed-ingest-cancel-lifecycle.md	done	BLOCKED
0308	spec-kit	17--governance	.opencode/skills/system-spec-kit/manual_testing_playbook/17--governance/session-resume-caller-binding-and-unicode-sanitization.md	done	PASS
0309	spec-kit	17--governance	.opencode/skills/system-spec-kit/manual_testing_playbook/17--governance/source-kind-provenance-guard.md	done	BLOCKED
0310	spec-kit	17--governance	.opencode/skills/system-spec-kit/manual_testing_playbook/17--governance/stale-exclusion-audit-and-tool-ownership-lint.md	done	BLOCKED
0311	spec-kit	18--ux-hooks	.opencode/skills/system-spec-kit/manual_testing_playbook/18--ux-hooks/A--comment-hygiene-checker-baseline.md	done	PASS
0312	spec-kit	18--ux-hooks	.opencode/skills/system-spec-kit/manual_testing_playbook/18--ux-hooks/B--comment-hygiene-claude-code-hook.md	done	FAIL
0313	spec-kit	18--ux-hooks	.opencode/skills/system-spec-kit/manual_testing_playbook/18--ux-hooks/C--comment-hygiene-opencode-plugin.md	done	BLOCKED
0314	spec-kit	18--ux-hooks	.opencode/skills/system-spec-kit/manual_testing_playbook/18--ux-hooks/atomic-save-parity-and-partial-indexing-hints.md	done	FAIL
0315	spec-kit	18--ux-hooks	.opencode/skills/system-spec-kit/manual_testing_playbook/18--ux-hooks/checkpoint-confirmname-and-schema-enforcement.md	done	PASS
0316	spec-kit	18--ux-hooks	.opencode/skills/system-spec-kit/manual_testing_playbook/18--ux-hooks/cli-hook-transport-down-fail-open.md	done	BLOCKED
0317	spec-kit	18--ux-hooks	.opencode/skills/system-spec-kit/manual_testing_playbook/18--ux-hooks/context-server-success-envelope-finalization.md	done	PASS
0318	spec-kit	18--ux-hooks	.opencode/skills/system-spec-kit/manual_testing_playbook/18--ux-hooks/empty-result-recovery-speckit-empty-result-recovery-v1.md	done	FAIL
0319	spec-kit	18--ux-hooks	.opencode/skills/system-spec-kit/manual_testing_playbook/18--ux-hooks/end-to-end-success-envelope-verification.md	done	BLOCKED
